Date,Symbol,Source,HeadLine
19/08/63,BJCHI,ทันหุ้น,BJCHIเดินหน้ารุกฐานลูกค้า ต่อยอดแบ็กล็อก-เป้า2.30บ.
05/08/63,BJCHI,ทันหุ้น,BJCHIส่งมอบงานลุยโปรเจ็กต์ใหม่แบ็กล็อก4.2พันล.
20/07/63,BJCHI,ทันหุ้น,BJCHIต่างชาติจีบจ่อคว้างานใหม่เพิ่มหนุนยอดแบ็กล็อก
30/06/63,BJCHI,ทันหุ้น,'BJCHI'เข้าsSETตุนงาน4.2พันล้านรุกประมูลงานเพิ่ม
19/06/63,BJCHI,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน มิถุนายน
17/06/63,BJCHI,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน มิถุนายน
17/06/63,BJCHI,ทันหุ้น,คอลัมน์ Fast Trade KINGSFORD
16/06/63,BJCHI,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน มิถุนายน
16/06/63,BJCHI,ทันหุ้น,ตลท.ประกาศผลคัดเลือกหุ้น BPP-TTWน้องใหม่เข้าSET50
15/06/63,BJCHI,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน มิถุนายน
25/05/63,BJCHI,ทันหุ้น,'BJCHI'ผลงานโตประมูล5โครงการมูลค่า1.6หมื่นล้าน
20/05/63,BJCHI,ทันหุ้น,รับเหมาตุน3.96แสนล.STECเสี่ยงต่ำมีงานจ่อ
12/05/63,BJCHI,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน พฤษภาคม
11/05/63,BJCHI,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน พฤษภาคม
08/04/63,BJCHI,ทันหุ้น,PREB-BJCHIไฟเขียวเลื่อนประชุมผู้ถือหุ้นจ่ายปันผลระหว่างกาล
18/03/63,BJCHI,ทันหุ้น,10 หลักทรัพย์ที่มีราคาลดลงต่ำสุด: ณ วันอังคารที่ 17 มีนาคม...
17/03/63,BJCHI,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน มีนาคม
