Date,Symbol,Source,HeadLine
21/08/63,ROJNA,ทันหุ้น,'ROJNA'รุกโซลาร์รูฟท็อปรายได้ไฟฟ้า-น้ำแตะหมื่นล.
25/06/63,ROJNA,ทันหุ้น,"คอลัมน์ มองอย่างเซียน: มีแนวโน้มต่ำกว่า 1,300 จุด"
19/06/63,ROJNA,ทันหุ้น,ROJNAชูGULFดันบวกราคาต่ำไป-ยิลด์ฟู9.9%
27/05/63,ROJNA,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน พฤษภาคม
26/05/63,ROJNA,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน พฤษภาคม
25/05/63,ROJNA,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน พฤษภาคม
22/05/63,ROJNA,ทันหุ้น,หุ้นขึ้นเครื่องหมาย ประจำเดือน พฤษภาคม
21/05/63,ROJNA,ทันหุ้น,คอลัมน์ TECHNICAL INSIGHT
30/03/63,ROJNA,ทันหุ้น,ROJNAบุ๊กโรงไฟฟ้า2.4พันล้าน ศึกษาโซลาร์รูฟ-ย้ำการเงินแกร่ง
27/03/63,ROJNA,ทันหุ้น,คอลัมน์ ดิเรก วินิชบุตร ซื้อ ROJNA ใช้เงิน 254.92 ลบ.
25/03/63,ROJNA,ทันหุ้น,'ดิเรก วินิชบุตร' ทุ่ม 498 ลบ. เก็บหุ้น ROJNA
18/02/63,ROJNA,ทันหุ้น,ROJNAชูปันผลเด่นสุด ลูกค้าจีนเจรจาซื้อที่ดิน
07/02/63,ROJNA,ทันหุ้น,รัฐอัด3มาตรการเร่งลงทุนนิคมรับอานิสงส์พร้อมดีด
06/02/63,ROJNA,ทันหุ้น,จัดทำเนียบโผหุ้นปันผลสูง SC-TISCO-KTB-ORI-KKP
17/01/63,ROJNA,ทันหุ้น,EASTWซิวงานลูกค้าROJNAเร่งบริหารน้ำสู้วิกฤติภัยแล้ง
25/12/62,ROJNA,ทันหุ้น,ROJNAมี5พันไร่รอขายกอดGULFค้ำกำไรแกร่ง
18/12/62,ROJNA,ทันหุ้น,ส่องมิตรแท้กอดGULF BBLลดพอร์ต
03/12/62,ROJNA,ทันหุ้น,10 หลักทรัพย์ที่มีราคาลดลงต่ำสุด: ณ วันจันทร์ที่ 2 ธันวาคม...
29/10/62,ROJNA,ทันหุ้น,ROJNAมีGULFชูกำไรQ3รับ737ล้านโต120%
11/10/62,ROJNA,ทันหุ้น,ROJNAทุนจีนหนุนพอร์ตดันยอดขายที่ดิน500ไร่
06/08/62,ROJNA,ทันหุ้น,กลุ่มนิคมQ2โตก้าวกระโดดWHA-AMATAกำไรอลังการ
05/08/62,ROJNA,ทันหุ้น,สัปดาห์นี้SETยังผันผวนสแกนหุ้นน่าสอยตอนวูบ
26/07/62,ROJNA,ทันหุ้น,คอลัมน์ CLASSIC AUSIRIS: ส่อง WHA หาโอกาสทำกำไร
24/07/62,ROJNA,ทันหุ้น,'ดิเรก วินิชบุตร' ซื้อหุ้น ROJNA 6.39 ลบ.
22/07/62,ROJNA,ทันหุ้น,ลุ้นบจ.Q2กำไร1.94แสนล. สะสมหุ้นปันผลรับทรัพย์
18/07/62,ROJNA,ทันหุ้น,"พยากรณ์หุ้นไทยไตรมาส3ลุ้นเซอร์ไพร์ส1,830จุด"
12/07/62,ROJNA,ทันหุ้น,รมว.คลังฟิตลุยงานmaiฉีด3.5แสนล.กระตุ้นศก.
03/07/62,ROJNA,ทันหุ้น,บล.ทิสโก้มองทุนนอก6หมื่นล.เข้าหุ้นต่อเนื่อง
03/07/62,ROJNA,ทันหุ้น,ฟันด์โฟลว์จ่อเข้าอีก5หมื่นล้านเปิดโผหุ้นเด่นน่าลงทุนโค้งสาม
28/06/62,ROJNA,ทันหุ้น,AMATAต่างชาติแห่ซื้อที่ย้ายฐานผลิต-เคาะ32บ. เล็งปิดดีลลูกค้า...
20/06/62,ROJNA,ทันหุ้น,คอลัมน์ มองอย่างเซียน: SET ยังขึ้นได้ต่อด้วยปัจจัยภายใน...
17/06/62,ROJNA,ทันหุ้น,ROJNAหุ้นนิคมซ่อนมูลค่าลูกค้าจีน-ญี่ปุ่นซื้อที่ดินเพิ่ม
14/06/62,ROJNA,ทันหุ้น,คอลัมน์ Fast Trade KINGSFORD
14/06/62,ROJNA,ทันหุ้น,ROJNAหุ้นปลอดภัยขายที่ดิน-ไฟฟ้าหนุนปันผลสูง-เป้า8.50บ.
07/06/62,ROJNA,ทันหุ้น,บล.ทิสโก้คาดมิ.ย.หุ้นไทยดีดเฟดตั้งท่าลดดบ.
22/04/62,ROJNA,ทันหุ้น,ROJNAนิคมต่ำบุ๊กจีนเจรจาซื้อที่EECปลื้มGULFทะยาน
26/03/62,ROJNA,ทันหุ้น,นิคมเฮ!อีอีซีเดินหน้าต่อWHAยอดโอนQ1กระฉูด
15/02/62,ROJNA,ทันหุ้น,คอลัมน์ มองอย่างเซียน: พักตัวเพื่อขึ้นต่อ...เป็นโอกาสซื้อ
07/02/62,ROJNA,ทันหุ้น,คอลัมน์ มองอย่างเซียน: แนวโน้ม SET ใน ก.พ. และหุ้นน่าสนใจ
