Date,Source,HeadLine
14/01/63,ทันหุ้น,คอลัมน์ บาดตาเซียน: SYNTEC - ไม่อยากเอ่ย 'การเมือง'
06/01/63,ทันหุ้น,SYNTECราคาต่ำบุ๊กปี63รายได้-กำไรโตดีโบรกให้เป้า2.50บาท
11/11/62,ทันหุ้น,SYNTECซิวงานคอนโด800ล.เติมแบ็กล็อกรับรู้ยาวถึงปี64
22/10/62,ทันหุ้น,'แสงเดือน อิ๋วบำรุง' ซื้อหุ้น EIC
15/10/62,ทันหุ้น,SYNTECอัพรายได้ประจำทุ่ม300ล.ซื้อโรงแรมกระบี่
27/08/62,ทันหุ้น,'กนกนารถ รัตนสุวรรณชาติ'โกยหุ้น BKD เข้าพอร์ต
22/08/62,ทันหุ้น,'อิทธิพัทธ์-อรพัทธ์ พีระเดชาพันธ์'เทหุ้น TKN รวมกัน 41.05...
16/08/62,ทันหุ้น,'สมศักดิ์ อธิศัยตระกูล'ขายหุ้น JMT 5 แสนหุ้น
14/08/62,ทันหุ้น,'จิรโมท พหูสูตร'ทุ่ม 7.32 ล้านบาท ซื้อ SYNTEC
08/08/62,ทันหุ้น,SYNTECเปิดช่องลงทุนโกยเงินการันตีปีรายได้แตะ8พันล.
30/05/62,ทันหุ้น,"'เมธา วนดิลก' ทุ่ม 16,500,000 ลบ. ซื้อ EKH 2.5 ล้านหุ้น"
29/05/62,ทันหุ้น,'เหิง' อัดงบช็อปหุ้น DELTA
22/05/62,ทันหุ้น,'กาญจนา เอื้ออารีมิตร' นำทีมซื้อหุ้น EKH จำนวน 8.5 ล้านหุ้น...
17/05/62,ทันหุ้น,'ชมกมล พุ่มพันธุ์ม่วง' ทุ่มเงินซื้อหุ้น WP กว่า 4 ล้านหุ้น...
07/05/62,ทันหุ้น,SYNTECแบ็กล็อกเต็มมืองานใหม่ต่อคิว1.5พันล้าน
03/05/62,ทันหุ้น,'จิรโมท พหูสุต' ซื้อหุ้น SYNTEC 1.76 ล้านบาท
04/02/62,ทันหุ้น,คอลัมน์ TECHNICAL INSIGHT
02/01/62,ทันหุ้น,รับเหมาถึงเวลาตีปีกSTEC-STPIเด่นเข้าตา
07/12/61,ทันหุ้น,ล้างท่องาน1ล้านล้านบาท เปิดโผ11หุ้นเด็ดรับทรัพย์
06/12/61,ทันหุ้น,SYNTECทุ่ม200ล.ซื้อหุ้นคืน เดินหน้าชิงงานใหม่หมื่นล้าน
13/11/61,ทันหุ้น,หุ้นยั่งยืนจ่อรับโชคเสนอลดภาษีแทนLTF
07/11/61,ทันหุ้น,TIGERคว้างาน160ล.จ่อบุ๊กรายได้ปีนี้15%หนุนผลงานปี62เด่น
02/11/61,ทันหุ้น,'SYNTEC'ยิ้มรับงานคอนโด700ล.เติมแบ็กล็อกเพิ่ม
