Date,Symbol,Source,HeadLine
05/02/63,PTTAR,ทันหุ้น,คอลัมน์ Fast Trade KINGSFORD
19/12/62,PTTAR,ทันหุ้น,คอลัมน์ Fast Trade KINGSFORD
28/10/62,PTTAR,ทันหุ้น,คอลัมน์ มองอย่างเซียน: หุ้นสินค้าโภคภัณฑ์ไม่ใช่หุ้นพื้นฐาน
09/09/62,PTTAR,ทันหุ้น,PTTGCออกหุ้นกู้1หมื่นล. สถาบันแห่จองล้นทะลุ5เท่าสะท้อนความ...
27/12/61,PTTAR,ทันหุ้น,'PTTGC'อัดฉีด1.5หมื่นล.ลุยPA9T-HSBCผลิตปี65
01/06/61,PTTAR,ทันหุ้น,คอลัมน์ ไม้นี้ต้องเคาะ: PTTGC
02/03/61,PTTAR,ทันหุ้น,คอลัมน์ ไม้นี้ต้องเคาะ: PTTGC
09/11/60,PTTAR,ทันหุ้น,คอลัมน์ เคาะไป คุยไป
25/10/60,PTTAR,ทันหุ้น,คอลัมน์ Fast Trade By แอพเพิลเวลธ์
18/04/60,PTTAR,ทันหุ้น,คอลัมน์ Fast Trade By แอพเพิลเวลธ์
17/01/60,PTTAR,ทันหุ้น,คอลัมน์ Fast Trade By แอพเพิลเวลธ์
19/08/59,PTTAR,ทันหุ้น,คอลัมน์ Fast Trade By แอพเพิลเวลธ์
25/07/56,PTTAR,ทันหุ้น,"คอลัมน์ มองอย่างเซียน: ""เยี่ยมชมกิจการ...สำคัญไฉน"""
03/09/55,PTTAR,ทันหุ้น,คอลัมน์ CIMB SECURITIES: หุ้นโรงกลั่นยังมีปัจจัยหนุนในช่วง...
29/08/55,PTTAR,ทันหุ้น,คอลัมน์ คู่หูคู่หุ้น: PTTGCหุ้นแกร่งวางพื้นราคา79บาท
20/07/55,PTTAR,ทันหุ้น,'PTTGC'วิ่งผ่านจุดต่ำสุดยันปีนี้กำไร3.5หมื่นล้านบ.
29/06/55,PTTAR,ทันหุ้น,'IRPC-PTTGC' ทบทวนแผนลงทุน รับมือหนี้ยุโรป-ลดสต๊อกแค่จำเป็น
27/06/55,PTTAR,ทันหุ้น,'PTTGC-IVL' พร้อมเสิร์ฟดีมานด์จีน-ยุโรปล้นทะลัก
18/06/55,PTTAR,ทันหุ้น,หุ้นโรงกลั่นเด้งเย้ยกำไรQ2วูบPTTGCชี้น้ำมันเหนือ100ดอลล์
06/06/55,PTTAR,ทันหุ้น,PTTGC ซุ่มตั้งโรงงานเอเชียควง คู่โบรกโรดโชว์อังกฤษ
23/03/55,PTTAR,ทันหุ้น,PTTGCราคาถูกฐานเด่น ลุ้นทดสอบแนวต้าน76บ.
15/03/55,PTTAR,ทันหุ้น,"จับจังหวะช้อน ""PTTGC"" Q1 ฟื้นแรง-เอทิลีนกระฉูด"
15/02/55,PTTAR,ทันหุ้น,"คอลัมน์ รู้ทันการลงทุน: ""PTTGC""แข็งแกร่ง-ตั้งพื้นฐาน82บาท"
02/02/55,PTTAR,ทันหุ้น,คอลัมน์ รู้ทันการลงทุน: 'PTTGC'แกร่ง-ตั้งราคา 82 บาท
31/01/55,PTTAR,ทันหุ้น,คอลัมน์ รู้ทันการลงทุน: PTTGC แข็งแกร่ง - ตั้งพื้นฐาน 82 บาท
16/01/55,PTTAR,ทันหุ้น,PTTGC ดึง Perstorp ตั้งโรงงาน ปิโตร-น้ำมันขาขึ้นหนุนรายได้
05/01/55,PTTAR,ทันหุ้น,เยี่ยมบ้านบจ.สัมภาษณ์พิเศษ: AiRAเปิดกล่องหุ้นเด่นปีมังกรสอย...
27/10/54,PTTAR,ทันหุ้น,คอลัมน์ คู่หูคู่หุ้น: PTTGC ฐานการเงินแกร่ง
26/10/54,PTTAR,ทันหุ้น,โบรกไทย-เทศเชียร์เก็บ PTTGC ส่องปีหน้ากำไรโต 8% เป้า 100 บ.
26/10/54,PTTAR,ทันหุ้น,คอลัมน์ คู่หูคู่หุ้น: PTTGC แกร่งน่าลงทุนลุ้นแนวต้าน 70 บ.
25/10/54,PTTAR,ทันหุ้น,PTTGCปิดเทรดวันแรก54บ.ยันปีนี้รายได้พุ่งถึง4แสนล.
21/10/54,PTTAR,ทันหุ้น,'PTTGC'เป้าสูงถึง105บาทกำไรหลังควบโตทะลุ100%
20/10/54,PTTAR,ทันหุ้น,"""PTTGC-TTCL""ระรื่นโดดเข้าSET50/100ตลท.ตั้งกองทุนอุ้มปชช."
19/10/54,PTTAR,ทันหุ้น,โหวตผู้ถือหุ้นPTTAR-PTTCHฉลุย เคาะราคาหุ้นใหม่ PTTGC53บ.
18/10/54,PTTAR,ทันหุ้น,คอลัมน์ บาดตาเซียน: เล่นคั่นเวลา รอสัมมนาพิเศษ(VNT)
10/10/54,PTTAR,ทันหุ้น,คอลัมน์ คู่หูคู่หุ้น: STA แข็งแกร่งเป้าหมาย 38.75 บาท
10/10/54,PTTAR,ทันหุ้น,'PTT'หมายตาสอย'ESSO'TOPเปิดทางเจรจาฉลุย
07/10/54,PTTAR,ทันหุ้น,คอลัมน์ MARKET PULSE: .....ระเริง.....
07/10/54,PTTAR,ทันหุ้น,"โค้งสุดท้ายก่อนแขวนป้าย SP สอย""PTTAR-PTTCH"" ทุนต่ำ"
05/10/54,PTTAR,ทันหุ้น,โรงกลั่นหัวแข็งบวกสวนตลาดตื่นข่าว Shell บึ๋ม-ชู TOP เด่นสุด
03/10/54,PTTAR,ทันหุ้น,คอลัมน์ เด็กแนว
03/10/54,PTTAR,ทันหุ้น,TOPรับโรงกลั่นShellไฟไหม้ ค่ากลั่น10.7ดอลล์-เป้า87บ.
29/09/54,PTTAR,ทันหุ้น,คอลัมน์ เรื่องเล่าปากซอย
29/09/54,PTTAR,ทันหุ้น,คอลัมน์ บาดตาเซียน: แค่พอเล่นได้ และยาวๆ ก็ต้องดูกัน...
26/09/54,PTTAR,ทันหุ้น,'PTT'พลิกวิกฤติเป็นโอกาสลุยซื้อกิจการพลังงานครบวงจร
23/09/54,PTTAR,ทันหุ้น,PTTCH-PTTAR ได้จังหวะสอย รับหุ้นใหม่ PTTGC เทรด 21 ต.ค.
20/09/54,PTTAR,ทันหุ้น,PTTตั้งสถานีชาร์จไฟฟ้าสิ้นปี เศรษฐกิจโลกกดดันราคาหุ้น
16/09/54,PTTAR,ทันหุ้น,คอลัมน์ คุยกันหลังกระดาน: ฝรั่งหลอกใช้ตัวเลข...ดาวฟิวเจอร์ส...
15/09/54,PTTAR,ทันหุ้น,"PTT ราคาถูกกองทุนดอดเก็บเข็น ""PTTGC"" เข้าเทรด 21 ต.ค."
14/09/54,PTTAR,ทันหุ้น,PTTCH จ่อฮุบกิจการโรงงานผลิตไบโอพลาสติกในสหรัฐ
13/09/54,PTTAR,ทันหุ้น,PTTAR-PTTCH ขอแขวนSP 11-20 ต.ค.รอผลควบกิจการ
09/09/54,PTTAR,ทันหุ้น,คอลัมน์ คุยกันหลังกระดาน: ข่าวดีคือขาย...ข่าวร้ายคือคำถาม?
08/09/54,PTTAR,ทันหุ้น,คอลัมน์ คุยกันหลังกระดาน: รีบ็อคพร้อม...ลุย
07/09/54,PTTAR,ทันหุ้น,คอลัมน์ คุยกันหลังกระดาน: วิกฤติคือ...วิกฤติ หรือ โอกาส?
01/09/54,PTTAR,ทันหุ้น,"คอลัมน์ เด็กแนว""เล่าหุ้น"""
30/08/54,PTTAR,ทันหุ้น,ถอดรหัสทอง...ชี้ช่องทำกำไร
30/08/54,PTTAR,ทันหุ้น,"คอลัมน์ เด็กแนว ""เล่าหุ้น"""
29/08/54,PTTAR,ทันหุ้น,PTTCHรับผลงานไตรมาส3หดย้ำควบรวมกิจการเสร็จต.ค.นี้
29/08/54,PTTAR,ทันหุ้น,"คอลัมน์ เด็กแนว""เล่าหุ้น"""
25/08/54,PTTAR,ทันหุ้น,PTTARราคาลงหนักอัพไซด์44%ควบรวมกิจการจบต.ค.เป้า50บ.
25/08/54,PTTAR,ทันหุ้น,"คอลัมน์ เด็กแนว""เล่าหุ้น"""
25/08/54,PTTAR,ทันหุ้น,คอลัมน์ CIMB SECURITIES: วิกฤติรอบนี้ตลาดหุ้นเอเชียรับข่าวไป...
18/08/54,PTTAR,ทันหุ้น,คอลัมน์ จับชีพจรหุ้นร้อน
16/08/54,PTTAR,ทันหุ้น,คอลัมน์ กระซิบหน้าจอ
16/08/54,PTTAR,ทันหุ้น,คอลัมน์ จับชีพจรหุ้นร้อน
16/08/54,PTTAR,ทันหุ้น,คอลัมน์ CIMB SECURITIES: ถึงเวลา หุ้นพลังงาน-ปิโตรเคมี จะ...
11/08/54,PTTAR,ทันหุ้น,คอลัมน์ คุยกันหลังกระดาน: ของจริง...สวนกับความมั่นใจ
11/08/54,PTTAR,ทันหุ้น,คอลัมน์ กระซิบหน้าจอ
10/08/54,PTTAR,ทันหุ้น,"PTTARผลงานครึ่งหลังยังสวยวิกฤติ""สหรัฐ""กระทบน้อย"
08/08/54,PTTAR,ทันหุ้น,คอลัมน์ CIMB SECURITIES: SET...ขึ้นต้อนรับนายกฯคนใหม่
05/08/54,PTTAR,ทันหุ้น,คอลัมน์ เรื่องเล่าปากซอย
05/08/54,PTTAR,ทันหุ้น,"คอลัมน์ CSR ACTIVITIES: เกาะภารกิจคนปลายน้ำ""PTTAR""ยึดกิจกรรม..."
05/08/54,PTTAR,ทันหุ้น,คอลัมน์ เวทีวิเคราะห์
05/08/54,PTTAR,ทันหุ้น,"""PTTCH""หวั่นQ3ผลงานหดสเปรดสินค้าลด-ซัตคาวน์โรงงาน"
04/08/54,PTTAR,ทันหุ้น,"โรงกลั่นไต้หวันปิดยาวข่าวดี""PTTAR-PTTCH"""
04/08/54,PTTAR,ทันหุ้น,TRCอุ่นใจกอดงาน6พันล้านคอนเฟิร์นรายได้โตถึงฝัน
03/08/54,PTTAR,ทันหุ้น,PTTAR-PTTCH หุ้นเด็ดผู้ถือหุ้นยิ้มรับเงินปันผล
02/08/54,PTTAR,ทันหุ้น,คอลัมน์ เด็กแนวเล่าหุ้น
02/08/54,PTTAR,ทันหุ้น,คอลัมน์ เมนูหุ้นเด็ด: STOCK TIPS
02/08/54,PTTAR,ทันหุ้น,คอลัมน์ เวทีวิเคราะห์
01/08/54,PTTAR,ทันหุ้น,คอลัมน์ เรื่องเล่าปากซอย
01/08/54,PTTAR,ทันหุ้น,คอลัมน์ เมนูหุ้นเด็ด
29/07/54,PTTAR,ทันหุ้น,คอลัมน์ เมนูหุ้นเด็ด
28/07/54,PTTAR,ทันหุ้น,คอลัมน์ เรื่องเล่าปากซอย
28/07/54,PTTAR,ทันหุ้น,คอลัมน์ MARKET PULSE: หน้าที่
27/07/54,PTTAR,ทันหุ้น,"คอลัมน์ CIMB SECURITIES: ยังแนะนำ""ถือ"""
27/07/54,PTTAR,ทันหุ้น,คอลัมน์ คู่หูคู่หุ้น: สอยเก็บหุ้นตระกูลPชูPTTCH-PTTAR
27/07/54,PTTAR,ทันหุ้น,ควบPTTAR -PTTCHจบต.ค.ปันผลระหว่างกาลครั้งแรก1บ.
26/07/54,PTTAR,ทันหุ้น,คอลัมน์ รู้ทันการลงทุน: TOPฐานแกร่ง-ตั้งราคา102บาท
26/07/54,PTTAR,ทันหุ้น,คอลัมน์ จับชีพจรหุ้นร้อน
26/07/54,PTTAR,ทันหุ้น,คอลัมน์ กระซิบหน้าจอ
25/07/54,PTTAR,ทันหุ้น,คอลัมน์ CIMB SECURITIES: ทิศทางยังเป็นขาขึ้นแม้จะมีแรงขาย...
